title,link,author,rating
"Database Systems : The Complete Book 
গার্সিয়া-মোলিনা",https://www.rokomari.com/book/102968/database-systems-the-complete-book,গার্সিয়া-মোলিনা,N/A
"Introduction To Unix And Shell Programming 
এম জি ভেনকাথমুরথি",https://www.rokomari.com/book/103092/introduction-to-unix-and-shell-programming,এম জি ভেনকাথমুরথি,N/A
"Object Oriented Programming Using C plus plus And Java 
রমেশ ভাসাপানেভারা",https://www.rokomari.com/book/103051/object-oriented-programming-using-c-plus-plus-and-java,রমেশ ভাসাপানেভারা,N/A
"Digital Communication 
অমিতাভা ভট্টাচার্য ",https://www.rokomari.com/book/105322/digital-communication,অমিতাভা ভট্টাচার্য,N/A
"The Practice of Computing Using Python
উইলিয়াম এফ পাঞ্চ",https://www.rokomari.com/book/134261/the-practice-of-computing-using-python,উইলিয়াম এফ পাঞ্চ,N/A
"Game Development Essentials: An Introduction 
জেনি নোভাক",https://www.rokomari.com/book/134373/game-development-essentials-an-introduction,জেনি নোভাক,N/A
"Digital Signal Processing (With Cd) 
এস পূর্ণচন্দ্র",https://www.rokomari.com/book/105554/digital-signal-processing-with-cd,এস পূর্ণচন্দ্র,N/A
"Electric Circuits (Schaum's Outline Series)
জোসেফ এ এডমিনিস্টার",https://www.rokomari.com/book/119011/electric-circuits-schaum-s-outline-series,জোসেফ এ এডমিনিস্টার,N/A
"Cracking It Campus Interviews
দীপা জৈন",https://www.rokomari.com/book/119509/cracking-it-campus-interviews,দীপা জৈন,N/A
"An Introduction to Data Structures with Application
জেন পল ট্রেম্বলি",https://www.rokomari.com/book/120482/an-introduction-to-data-structures-with-application,জেন পল ট্রেম্বলি,(1)
"Solid Mechanics
এস. এম. এ. কাজিমী",https://www.rokomari.com/book/120465/solid-mechanics,এস. এম. এ. কাজিমী,N/A
"Assembly Language for x86 Processors
কিপ আর আরভাইন",https://www.rokomari.com/book/174266/assembly-language-for-x86-processors,কিপ আর আরভাইন,N/A
"CCNA Routing and Switching 200-125 Official Cert Guide Library (Set of 2 books)
ওডম",https://www.rokomari.com/book/174222/ccna-routing-and-switching-200-125-official-cert-guide-library-set-of-2-books,ওডম,N/A
"Basic Mechanical Engineering 
প্রভিন কুমার",https://www.rokomari.com/book/187955/basic-mechanical-engineering,প্রভিন কুমার,N/A
"Consumer Behaviour In Fashion
সলোমন",https://www.rokomari.com/book/124755/consumer-behaviour-in-fashion,সলোমন,N/A
"Chemical Process Control
জর্জ স্টেফানোপলস",https://www.rokomari.com/book/117542/chemical-process-control,জর্জ স্টেফানোপলস,N/A
"C plus plus Programming Today
বারবারা জনশন কোহেন",https://www.rokomari.com/book/117539/c-plus-plus-programming-today,বারবারা জনশন কোহেন,N/A
"Bioinformatics Computing
ব্রায়ন বাজেরন",https://www.rokomari.com/book/117537/bioinformatics-computing,ব্রায়ন বাজেরন,N/A
"Fundamentals of Algorithmic
গিলস ব্রাসার্ড",https://www.rokomari.com/book/117534/fundamentals-of-algorithmic,গিলস ব্রাসার্ড,N/A
"Fundamentals of Embedded Software with the Arm Cortex - M3 
ড্যানিয়েল ডব্লিউ লুইস ",https://www.rokomari.com/book/116576/fundamentals-of-embedded-software-with-the-arm-cortex-m3,ড্যানিয়েল ডব্লিউ লুইস,N/A
"Java SE8 for Programmers
পল জে ডায়টেল",https://www.rokomari.com/book/115736/java-se8-for-programmers,পল জে ডায়টেল,(1)
"Merchandising of Fashion Products
ডরিচ এইচ কিনসেড",https://www.rokomari.com/book/115488/merchandising-of-fashion-products,ডরিচ এইচ কিনসেড,N/A
"SOA Using Java™ Web Services 
মার্ক ডি হ্যানসেন",https://www.rokomari.com/book/104752/soa-using-java-web-services,মার্ক ডি হ্যানসেন,N/A
"HTML5 and CSS3 Visual QuickStart Guide 
এলিজাবেথ ক্যাস্ট্রো",https://www.rokomari.com/book/104717/html5-and-css3-visual-quickstart-guide,এলিজাবেথ ক্যাস্ট্রো,N/A
"Java Server Pages (With CD) 
লার্ণ পিকোওস্কি ",https://www.rokomari.com/book/104584/java-server-pages-with-cd,লার্ণ পিকোওস্কি,N/A
"Modern Cryptography 
ওয়েনবো মাও ",https://www.rokomari.com/book/104540/modern-cryptography,ওয়েনবো মাও,N/A
"Essential Environment: The Science behind the Stories
জে এইচ উইথগোট",https://www.rokomari.com/book/160161/essential-environment-the-science-behind-the-stories,জে এইচ উইথগোট,N/A
"Essentials of Systems Analysis and Design
জেফ্রি এ. হোফার ",https://www.rokomari.com/book/119936/essentials-of-systems-analysis-and-design,জেফ্রি এ. হোফার,N/A
"Introduction to Solid Mechanics 
আরভিং এইচ স্যামস",https://www.rokomari.com/book/118287/introduction-to-solid-mechanics,আরভিং এইচ স্যামস,N/A
"Information Systems: Control and Audit
রন ওয়েবার",https://www.rokomari.com/book/100260/information-systems-control-and-audit,রন ওয়েবার,N/A
"Java Programming 
হরি মোহন পাণ্ডে",https://www.rokomari.com/book/103067/java-programming,হরি মোহন পাণ্ডে,(1)
"Programming With Java 
মহেশ বিভেহ",https://www.rokomari.com/book/103063/programming-with-java,মহেশ বিভেহ,N/A
"8051 Microcontroller: Internals, Instructions, Programming and Interfacing
সুব্রত ঘোষাল ",https://www.rokomari.com/book/123814/8051-microcontroller-internals-instructions-programming-and-interfacing,সুব্রত ঘোষাল,N/A
"Introduction to Biomedical Engineering 
মাইকেল এম ডোমাক",https://www.rokomari.com/book/123008/introduction-to-biomedical-engineering,মাইকেল এম ডোমাক,N/A
"Environmental Studies
পি এন পালানিসামি",https://www.rokomari.com/book/123257/environmental-studies,পি এন পালানিসামি,N/A
"Electronic Devices : Conventional Current Version
থমাস এল ফ্লয়েড ",https://www.rokomari.com/book/123809/electronic-devices-conventional-current-version,থমাস এল ফ্লয়েড,N/A
"Computer Security Fundamentals
চাক এস্টম",https://www.rokomari.com/book/123806/computer-security-fundamentals,চাক এস্টম,N/A
"Microsoft Office Access 2007 Vba
ব্রেন্ট স্পাল্ডিং",https://www.rokomari.com/book/123804/microsoft-office-access-2007-vba,ব্রেন্ট স্পাল্ডিং,N/A
"Fundamentals of Computers
আইটিএল ইডুকেশন সল্যুশনস্ লিমিটেড",https://www.rokomari.com/book/72045/fundamentals-of-computers,আইটিএল ইডুকেশন সল্যুশনস্ লিমিটেড,N/A
"Pattern Recognition and Image Analysis
স্টিভ জোস্ট",https://www.rokomari.com/book/117584/pattern-recognition-and-image-analysis,স্টিভ জোস্ট,N/A
"Unix Programming Environment
ব্রায়ান ডব্লউ কারনিংহ্যান ",https://www.rokomari.com/book/117583/unix-programming-environment,ব্রায়ান ডব্লউ কারনিংহ্যান,N/A
"Introduction to Environmental Engineering and Scienc
ওয়েনডেল পি. এলা",https://www.rokomari.com/book/117567/introduction-to-environmental-engineering-and-scienc,ওয়েনডেল পি. এলা,(1)
"Distributed Systems - Principles and Paradigms
ম্যাটিন ভ্যান স্টেন",https://www.rokomari.com/book/117562/distributed-systems-principles-and-paradigms,ম্যাটিন ভ্যান স্টেন,N/A
"Database Systems Using Oracle
নিলেস শাহ",https://www.rokomari.com/book/117560/database-systems-using-oracle,নিলেস শাহ,N/A
"Data Structures with Java
জন আর. হাব্বার্ড",https://www.rokomari.com/book/117558/data-structures-with-java,জন আর. হাব্বার্ড,N/A
"Discrete - Time Control Systems
কাটসুহিকো ওগাটা ",https://www.rokomari.com/book/117556/discrete-time-control-systems,কাটসুহিকো ওগাটা,N/A
"Internetworking with TCP/IP
ডগলাস ই. কামার ",https://www.rokomari.com/book/117549/internetworking-with-tcp-ip,ডগলাস ই. কামার,N/A
"CMOS VLSI Design
নেইল এইচ. ই. ওয়েস্ট্রে",https://www.rokomari.com/book/72072/cmos-vlsi-design,নেইল এইচ. ই. ওয়েস্ট্রে,N/A
"Multivariate Data Analysis 
 জোসেফ এফ হেয়ার জুনিয়র",https://www.rokomari.com/book/100165/multivariate-data-analysis,জোসেফ এফ হেয়ার জুনিয়র,N/A
"Operating System 
হার্ভে এম. ডেইটেল",https://www.rokomari.com/book/100106/operating-system,হার্ভে এম. ডেইটেল,N/A
"Digital Fundamentals 
টমাস ফ্লয়েড",https://www.rokomari.com/book/72063/digital-fundamentals,টমাস ফ্লয়েড,N/A
"Computer Graphics: Principles and Practice in C
জেমস ডি ফোলে",https://www.rokomari.com/book/72061/computer-graphics-principles-and-practice-in-c,জেমস ডি ফোলে,N/A
"Data Science
সি. রাজু",https://www.rokomari.com/book/345352/data-science,সি. রাজু,N/A
"The Penguin Dictionary of Building 
মাক্লীন ",https://www.rokomari.com/book/70873/the-penguin-dictionary-of-building,মাক্লীন,N/A
"Inside Fashion Design
শ্যারন লি টেট ",https://www.rokomari.com/book/124767/inside-fashion-design,শ্যারন লি টেট,(1)
"Design Graphics: Drawing Techniques for Design Professionals
পিটার এ কোইগ",https://www.rokomari.com/book/124754/design-graphics-drawing-techniques-for-design-professionals,পিটার এ কোইগ,N/A
"Theory Of Machine And Mechanisms Si Edition
জোসেফ ই উলরিখ",https://www.rokomari.com/book/125045/theory-of-machine-and-mechanisms-si-edition,জোসেফ ই উলরিখ,(2)
"Designing Effective Web Surveys
মাইক পি কুপার ",https://www.rokomari.com/book/117119/designing-effective-web-surveys,মাইক পি কুপার,N/A
"C By Example
নোয়েল কালিচরণ",https://www.rokomari.com/book/54750/c-by-example,নোয়েল কালিচরণ,N/A
"The Earthscan Reader on World Transport Policy and Practice
জন হোয়াইটলেগ",https://www.rokomari.com/book/337881/the-earthscan-reader-on-world-transport-policy-and-practice,জন হোয়াইটলেগ,N/A
"Statistical Process Control in Manufacturing Practice
ফ্রেড ডব্লিউ. কিয়ার",https://www.rokomari.com/book/338487/statistical-process-control-in-manufacturing-practice,ফ্রেড ডব্লিউ. কিয়ার,N/A
"Multidimensional Signals, Circuits And Systems
ফেরিয়াল এল-হাওয়ারি",https://www.rokomari.com/book/338386/multidimensional-signals-circuits-and-systems,ফেরিয়াল এল-হাওয়ারি,N/A
"Mechanical Vibrations
টমাস্য ক্রিসিনস্কি",https://www.rokomari.com/book/323251/mechanical-vibrations,টমাস্য ক্রিসিনস্কি,N/A
"The Cable and Telecommunications Professionals' Reference - Volume-1
গফ হিল",https://www.rokomari.com/book/336894/the-cable-and-telecommunications-professionals-reference,গফ হিল,N/A
"2015 International Mechanical Code
ইন্টারন্যাশনাল কোড কাউন্সিল",https://www.rokomari.com/book/325919/2015-international-mechanical-code,ইন্টারন্যাশনাল কোড কাউন্সিল,N/A
"2018 International Mechanical Code 
ইন্টারন্যাশনাল কোড কাউন্সিল",https://www.rokomari.com/book/325928/2018-international-mechanical-code,ইন্টারন্যাশনাল কোড কাউন্সিল,N/A
"2021 International Mechanical Code
ইন্টারন্যাশনাল কোড কাউন্সিল",https://www.rokomari.com/book/325939/2021-international-mechanical-code,ইন্টারন্যাশনাল কোড কাউন্সিল,N/A
"The Froehlich/Kent Encyclopedia of Telecommunications: Volume 18
ফ্রিজ এ. ফ্রেহলিচ",https://www.rokomari.com/book/338465/the-froehlich-kent-encyclopedia-of-telecommunications-volume-18,ফ্রিজ এ. ফ্রেহলিচ,N/A
"Data Scheduling and Transmission Strategies in Asymmetric Telecommunication Environments
নাভ্রাতি সাক্সেনা",https://www.rokomari.com/book/336533/data-scheduling-and-transmission-strategies-in-asymmetric-telecommunication-environments,নাভ্রাতি সাক্সেনা,N/A
"2012 International Mechanical Code
ইন্টারন্যাশনাল কোড কাউন্সিল",https://www.rokomari.com/book/325968/2012-international-mechanical-code,ইন্টারন্যাশনাল কোড কাউন্সিল,N/A
"Mechanical Properties of Ceramics and Composites
রয় ডব্লিউ. রাইস",https://www.rokomari.com/book/338432/mechanical-properties-of-ceramics-and-composites,রয় ডব্লিউ. রাইস,N/A
"Mechanical Alloying And Milling
সি. সূর্যনারায়ণ",https://www.rokomari.com/book/337342/mechanical-alloying-and-milling,সি. সূর্যনারায়ণ,N/A
"Mechanical Vibrations
জে এস মেহতা",https://www.rokomari.com/book/338508/mechanical-vibrations,জে এস মেহতা,N/A
"Power Plant Engineering
সমশের গৌতম",https://www.rokomari.com/book/334079/power-plant-engineering,সমশের গৌতম,N/A
"Design With Operational Amplifiers And Analog Integrated Circuits
সার্জিও ফ্রানকো",https://www.rokomari.com/book/149380/design-with-operational-amplifiers-and-analog-integrated-circuits,সার্জিও ফ্রানকো,(1)
"Dissemination of Information in Optical Networks - Texts in Theoretical Computer Science. An EATCS Series
সুবীর বন্দ্যোপাধ্যায়",https://www.rokomari.com/book/300754/dissemination-of-information-in-optical-networks,সুবীর বন্দ্যোপাধ্যায়,N/A
"Practical IP and Telecom for Broadcast Engineering and Operations
ফ্রেড হুফম্যান",https://www.rokomari.com/book/337193/practical-ip-and-telecom-for-broadcast-engineering-and-operations,ফ্রেড হুফম্যান,N/A
"Engineering Material
আরকে রাজপূত",https://www.rokomari.com/book/338496/engineering-material,আরকে রাজপূত,N/A
"Engineering Drawing and Graphics Using AutoCad
টি জেয়াপওভান",https://www.rokomari.com/book/333832/engineering-drawing-and-graphics-using-autocad,টি জেয়াপওভান,N/A
"English for Engineering and Management
সুতপা ব্যানার্জি",https://www.rokomari.com/book/334889/english-for-engineering-and-management,সুতপা ব্যানার্জি,N/A
"Selecting Thermoplastics for Engineering Applications
চার্লস পি. ম্যাকডারমট",https://www.rokomari.com/book/338486/selecting-thermoplastics-for-engineering-applications,চার্লস পি. ম্যাকডারমট,N/A
"Probability, Random Variables and Random Signal Principles
পেটন পেবলস",https://www.rokomari.com/book/150342/probability-random-variables-and-random-signal-principles,পেটন পেবলস,N/A
"Adaptive Low - Power Circuits for Wireless Communications
জন আর লং",https://www.rokomari.com/book/149637/adaptive-low-power-circuits-for-wireless-communications,জন আর লং,(1)
"Wireless Network Security
ডি.জেড. দু",https://www.rokomari.com/book/149633/wireless-network-security,ডি.জেড. দু,(1)
"Ground Improvement Techniques
নিহার রঞ্জন পারটা",https://www.rokomari.com/book/333838/ground-improvement-techniques,নিহার রঞ্জন পারটা,N/A
"Fundamentals of Structural Analysis
সুব্রত চক্রবর্তী",https://www.rokomari.com/book/333836/fundamentals-of-structural-analysis,সুব্রত চক্রবর্তী,N/A
"A Textbook of Building Construction
এস. কে. শর্মা",https://www.rokomari.com/book/333843/a-textbook-of-building-construction,এস. কে. শর্মা,N/A
" Fundamentals of Pre-Stressed Concrete
এন সি সিনহা",https://www.rokomari.com/book/333848/fundamentals-of-pre-stressed-concrete,এন সি সিনহা,N/A
"Automata Theory
মানিষ কুমার ঝা",https://www.rokomari.com/book/333856/automata-theory,মানিষ কুমার ঝা,N/A
"Database Management Systems (DBMS)
রাজিব চোপড়া",https://www.rokomari.com/book/333881/database-management-systems-dbms,রাজিব চোপড়া,N/A
"Cloud Computing
ইউ.এস. পাণ্ডে",https://www.rokomari.com/book/333858/cloud-computing,ইউ.এস. পাণ্ডে,N/A
"Computer Architecture and Organization
রাজিব চোপড়া",https://www.rokomari.com/book/333890/computer-architecture-and-organization,রাজিব চোপড়া,N/A
"Information Security
ডি পি নাগপাল",https://www.rokomari.com/book/333894/information-security,ডি পি নাগপাল,N/A
"Surveying and Levelling
এস.এস. ভাবিকাটি",https://www.rokomari.com/book/327980/surveying-and-levelling,এস.এস. ভাবিকাটি,N/A
"Electronic Devices, Global Edition
থমাস এল ফ্লয়েড ",https://www.rokomari.com/book/327130/electronic-devices-global-edition,থমাস এল ফ্লয়েড,N/A
"Industrial Applications Of Electron Microscopy
জহিগ্যাং আর. লি",https://www.rokomari.com/book/337987/industrial-applications-of-electron-microscopy,জহিগ্যাং আর. লি,N/A
"Fundamentals of Astrodynamics (Dover Books on Aeronautical Engineering)
আর আর বেট",https://www.rokomari.com/book/134693/fundamentals-of-astrodynamics-dover-books-on-aeronautical-engineering,আর আর বেট,N/A
"Machine Component Design 
উইলিয়াম অর্থোইন ",https://www.rokomari.com/book/69729/machine-component-design,উইলিয়াম অর্থোইন,N/A
"The Data Conversion Handbook
ওয়াল্ট কেস্টার",https://www.rokomari.com/book/123703/the-data-conversion-handbook,ওয়াল্ট কেস্টার,N/A
"Local Area Networks
বেহ্‌রোজ এ. ফোরোউজান ",https://www.rokomari.com/book/325882/local-area-networks,বেহ্‌রোজ এ. ফোরোউজান,N/A
"Loose Leaf For Data Communications And Networking With TCP/IP Protocol Suite
বেহ্‌রোজ এ. ফোরোউজান ",https://www.rokomari.com/book/325877/loose-leaf-for-data-communications-and-networking-with-tcp-ip-protocol-suite,বেহ্‌রোজ এ. ফোরোউজান,N/A
"Introduction To Data Communications And Networking
বেহ্‌রোজ এ. ফোরোউজান ",https://www.rokomari.com/book/325881/introduction-to-data-communications-and-networking,বেহ্‌রোজ এ. ফোরোউজান,N/A
"Data Structures: A Pseudocode Approach With C
রিচার্ড এফ. গিলবার্গ ",https://www.rokomari.com/book/325873/data-structures-a-pseudocode-approach-with-c,রিচার্ড এফ. গিলবার্গ,N/A
"ISE Data Communications And Networking With TCP/IP Protocol Suite
বেহ্‌রোজ এ. ফোরোউজান ",https://www.rokomari.com/book/325871/ise-data-communications-and-networking-with-tcp-ip-protocol-suite,বেহ্‌রোজ এ. ফোরোউজান,N/A
"The Measurement of Environmental and Resource Values: Theory and Methods
এ.মাইরিক ফ্রিম্যান আইআইআই",https://www.rokomari.com/book/191945/the-measurement-of-environmental-and-resource-values-theory-and-methods,এ.মাইরিক ফ্রিম্যান আইআইআই,N/A
"Differential Equations with Boundary Value Problems
ডেনিস জি. জিল",https://www.rokomari.com/book/282815/differential-equations-with-boundary-value-problems,ডেনিস জি. জিল,N/A
"New Perspectives on HTML and XHTML
প্যাট্রিক ক্যারি",https://www.rokomari.com/book/282812/new-perspectives-on-html-and-xhtml,প্যাট্রিক ক্যারি,N/A
"Applied Combustion
ইউজিন এল. কিটিং",https://www.rokomari.com/book/336835/applied-combustion,ইউজিন এল. কিটিং,N/A
"Mechanics Of Solids 
আব্দুল মুবিন",https://www.rokomari.com/book/103359/mechanics-of-solids,আব্দুল মুবিন,N/A
"Microscale Testing in Aquatic Toxicology: Advances, Techniques, and Practice
খৃষ্টান ব্লেইজ",https://www.rokomari.com/book/167117/microscale-testing-in-aquatic-toxicology-advances-techniques-and-practice,খৃষ্টান ব্লেইজ,N/A
"The Art of Electronics
পাউল হরউইটজ",https://www.rokomari.com/book/228626/the-art-of-electronics,পাউল হরউইটজ,N/A
"Comprehensive Supramolecular Chemistry
ড. জেরি এল অ্যাটউড ",https://www.rokomari.com/book/290513/comprehensive-supramolecular-chemistry,ড. জেরি এল অ্যাটউড,(1)
"Power Line Ampacity System
অঞ্জন কে. দেব",https://www.rokomari.com/book/338988/power-line-ampacity-system,অঞ্জন কে. দেব,N/A
"A Textbook of Hydraulic Machine
ইঞ্জি.আর কে রাজপুত ",https://www.rokomari.com/book/338864/a-textbook-of-hydraulic-machine,ইঞ্জি.আর কে রাজপুত,N/A
"A Textbook of Machine Drawing 
ড: আর কে ধাওয়ান",https://www.rokomari.com/book/338867/a-textbook-of-machine-drawing,ড: আর কে ধাওয়ান,N/A
"R for Everyone: Advanced Analytics and Graphics
জার্ড পি. ল্যান্ডার",https://www.rokomari.com/book/115051/r-for-everyone-advanced-analytics-and-graphics,জার্ড পি. ল্যান্ডার,N/A
"Knowledge Cities
গিলবার্ট থম্পসন",https://www.rokomari.com/book/336829/knowledge-cities,গিলবার্ট থম্পসন,N/A
"Intelligent Biometric Techniques in Fingerprint and Face Recognition
জিম্মি কেইজের",https://www.rokomari.com/book/336822/intelligent-biometric-techniques-in-fingerprint-and-face-recognition,জিম্মি কেইজের,N/A
"Adsorption Phenomena and Anchoring Energy in Nematic Liquid Crystals
জিওভানি বারবেরো",https://www.rokomari.com/book/336832/adsorption-phenomena-and-anchoring-energy-in-nematic-liquid-crystals,জিওভানি বারবেরো,N/A
"Metals, Fertility, and Reproductive Toxicity
রোনাল্ড ডি. হুড",https://www.rokomari.com/book/336840/metals-fertility-and-reproductive-toxicity,রোনাল্ড ডি. হুড,N/A
"Developmental and Reproductive Toxicology
রোনাল্ড ডি. হুড",https://www.rokomari.com/book/336833/developmental-and-reproductive-toxicology,রোনাল্ড ডি. হুড,N/A
"MEMS and Microstructures in Aerospace Applications
রবার্ট ওসিয়েন্ডার",https://www.rokomari.com/book/336871/mems-and-microstructures-in-aerospace-applications,রবার্ট ওসিয়েন্ডার,N/A
"Biocatalysis and Biotechnology for Functional Foods and Industrial Products
যেই-ফু ষ",https://www.rokomari.com/book/336884/biocatalysis-and-biotechnology-for-functional-foods-and-industrial-products,যেই-ফু ষ,N/A
"Principles Of Structural Design
ওয়াই-ফাহ্ চেন",https://www.rokomari.com/book/336859/principles-of-structural-design,ওয়াই-ফাহ্ চেন,N/A
"Channel Coding in Communication Networks
অ্যালাইন গ্লাভিউক্স",https://www.rokomari.com/book/323259/channel-coding-in-communication-networks,অ্যালাইন গ্লাভিউক্স,N/A
"Arithmetic of Finite Fields
চেতিন কায়া কোচ্",https://www.rokomari.com/book/323273/arithmetic-of-finite-fields,চেতিন কায়া কোচ্,N/A
"Discrete Stochastic Processes and Optimal Filtering
রজার সেচছি",https://www.rokomari.com/book/323268/discrete-stochastic-processes-and-optimal-filtering,রজার সেচছি,N/A
"Free-Space Optics
ক্রিশ্চিয়ান বইস্রোবার্ট",https://www.rokomari.com/book/323274/free-space-optics,ক্রিশ্চিয়ান বইস্রোবার্ট,N/A
"Interactive Storytelling
নিকোলাস সিলাস",https://www.rokomari.com/book/323278/interactive-storytelling,নিকোলাস সিলাস,N/A
"Circuit Theory
এ. নাগর কানি ",https://www.rokomari.com/book/327927/circuit-theory,এ. নাগর কানি,N/A
"Kalman Filtering And Neural Networks
সায়মন হেইকিন ",https://www.rokomari.com/book/325694/kalman-filtering-and-neural-networks,সায়মন হেইকিন,N/A
"New Directions In Statistical Signal Processing
সায়মন হেইকিন ",https://www.rokomari.com/book/325702/new-directions-in-statistical-signal-processing,সায়মন হেইকিন,N/A
"Frontiers in Superconducting Materials
অনন্ট ভি. নারলীকার",https://www.rokomari.com/book/328702/frontiers-in-superconducting-materials,অনন্ট ভি. নারলীকার,N/A
"Neural Networks And Learning Machines
সায়মন হেইকিন ",https://www.rokomari.com/book/325687/neural-networks-and-learning-machines,সায়মন হেইকিন,N/A
"Cooperative Information Agents XII
এক্সেল পোল্লেরেস",https://www.rokomari.com/book/323290/cooperative-information-agents-xii,এক্সেল পোল্লেরেস,N/A
"An Introduction to Lasers (Theory and Applications)
ড. এম. এন. অভাদহানুল",https://www.rokomari.com/book/334391/an-introduction-to-lasers-theory-and-applications,ড. এম. এন. অভাদহানুল,N/A
"Strength of Materials: 3rd Edition
এস. এস. রতন",https://www.rokomari.com/book/327756/strength-of-materials-3rd-edition,এস. এস. রতন,N/A
"CCNA Exploration Course Booklet: LAN Switching And Wireless, Version 4.0
সিস্কো নেটওয়্যারকিং একাডেমী প্রোগ্রাম ",https://www.rokomari.com/book/327749/ccna-exploration-course-booklet-lan-switching-and-wireless-version-4-0,সিস্কো নেটওয়্যারকিং একাডেমী প্রোগ্রাম,N/A
"Machanics Of Materials
ফারডিনান্ড পি. বিয়ার ",https://www.rokomari.com/book/327170/machanics-of-materials,ফারডিনান্ড পি. বিয়ার,N/A
"Strength of Materials
এস এস বাহভেকেটি ",https://www.rokomari.com/book/333820/strength-of-materials,এস এস বাহভেকেটি,N/A
"Building Materials and Construction
অনিল কুমার মিশ্রা",https://www.rokomari.com/book/333814/building-materials-and-construction,অনিল কুমার মিশ্রা,N/A
"Strength of Materials
দেবাশীষ রয় চৌধুরী",https://www.rokomari.com/book/333821/strength-of-materials,দেবাশীষ রয় চৌধুরী,N/A
"A Textbook Of Workshop Technology
এন. খুরমি",https://www.rokomari.com/book/338513/a-textbook-of-workshop-technology,এন. খুরমি,N/A
"FPGA Implementations of Neural Networks
জগথ সি. রাজাপাকসে",https://www.rokomari.com/book/328008/fpga-implementations-of-neural-networks,জগথ সি. রাজাপাকসে,N/A
"Advances in Grid and Pervasive Computing
টনি লি জু",https://www.rokomari.com/book/323361/advances-in-grid-and-pervasive-computing,টনি লি জু,N/A
"Advances in Web Based Learning - ICWL 2008
ডেনিস ম্যাকলিওড",https://www.rokomari.com/book/323363/advances-in-web-based-learning-icwl-2008,ডেনিস ম্যাকলিওড,N/A
"Progress in WWW Research and Development
গুয়ানডং জু",https://www.rokomari.com/book/323369/progress-in-www-research-and-development,গুয়ানডং জু,N/A
"Earthquakes
স্টুয়ার্ট এ. ওয়েইনস্টাইন",https://www.rokomari.com/book/323365/earthquakes,স্টুয়ার্ট এ. ওয়েইনস্টাইন,N/A
"The Gaussian Approximation Potential
আলবার্ট বার্টক-পার্টেয়",https://www.rokomari.com/book/323362/the-gaussian-approximation-potential,আলবার্ট বার্টক-পার্টেয়,N/A
"Automated Network Management Systems
ডগলাস ই. কামার ",https://www.rokomari.com/book/328209/automated-network-management-systems,ডগলাস ই. কামার,N/A
"Electronics: Fundamentals and Applications
ডি. চট্টোপাধ্যায়",https://www.rokomari.com/book/355183/electronics-fundamentals-and-applications,ডি. চট্টোপাধ্যায়,N/A
"Building Materials
এস এস বাহভেকেটি ",https://www.rokomari.com/book/333829/building-materials,এস এস বাহভেকেটি,N/A
"Introduction to Modeling and Control of Internal Combustion Engine Systems
ক্রিস্টোফার এইচ. ওনডার",https://www.rokomari.com/book/328715/introduction-to-modeling-and-control-of-internal-combustion-engine-systems,ক্রিস্টোফার এইচ. ওনডার,N/A
"Communication Systems 4th Edition
সায়মন হেইকিন ",https://www.rokomari.com/book/325695/communication-systems-4th-edition,সায়মন হেইকিন,N/A
"Network Theory - Analysis and Synthesis
রাভিস আর সিং",https://www.rokomari.com/book/334341/network-theory-analysis-and-synthesis,রাভিস আর সিং,N/A
"Electromagnetic Wave Theory for Boundary-Value Problems
হয়ও জে. ওম",https://www.rokomari.com/book/328729/electromagnetic-wave-theory-for-boundary-value-problems,হয়ও জে. ওম,N/A
"A Textbook of Mechatronics
ইঞ্জি.আর কে রাজপুত ",https://www.rokomari.com/book/338515/a-textbook-of-mechatronics,ইঞ্জি.আর কে রাজপুত,N/A
"Communication Systems
মাইকেল মোহার",https://www.rokomari.com/book/325689/communication-systems,মাইকেল মোহার,N/A
"Introduction To Analog And Digital Communications
সায়মন হেইকিন ",https://www.rokomari.com/book/325688/introduction-to-analog-and-digital-communications,সায়মন হেইকিন,N/A
"FE/EIT Civil : Discipline-Specific Review for the FE/EIT Exam
মার্লে সি. পোটার ",https://www.rokomari.com/book/324941/fe-eit-civil-discipline-specific-review-for-the-fe-eit-exam,মার্লে সি. পোটার,N/A
"Mukavemet / Strength Of Materials
মার্লে সি. পোটার ",https://www.rokomari.com/book/324960/mukavemet-strength-of-materials,মার্লে সি. পোটার,N/A
"Strength Of Materials
জে. পি. ডেন হারটগ",https://www.rokomari.com/book/326502/strength-of-materials,জে. পি. ডেন হারটগ,N/A
"Rare Earth Materials
এ.আর.ঝা",https://www.rokomari.com/book/332701/rare-earth-materials,এ.আর.ঝা,N/A
"Essentials of Strength of Materials
ইঞ্জি.আর কে রাজপুত ",https://www.rokomari.com/book/338871/essentials-of-strength-of-materials,ইঞ্জি.আর কে রাজপুত,N/A
"Guide to Wireless Network Security
জন আর ভেকা",https://www.rokomari.com/book/328009/guide-to-wireless-network-security,জন আর ভেকা,N/A
"Fundamentals of Applied Dynamics
রবার্তো এ. টেনেনবায়ুম",https://www.rokomari.com/book/328712/fundamentals-of-applied-dynamics,রবার্তো এ. টেনেনবায়ুম,N/A
"Building Construction
এস এস বাহভেকেটি ",https://www.rokomari.com/book/333828/building-construction,এস এস বাহভেকেটি,N/A
"Structural Analysis-II
এস এস বাহভেকেটি ",https://www.rokomari.com/book/333822/structural-analysis-ii,এস এস বাহভেকেটি,N/A
